customer_id,frequency,monetary,recency,R,F,M,RFM_Score,Segment
15486,1,102.0,526,1,1,1,3,At-Risk
15487,1,231.32,679,1,1,1,3,At-Risk
15488,5,431.92,92,3,3,2,8,Loyal
15489,8,2419.61,22,4,4,4,12,High-Value
15490,1,210.85000000000002,429,1,1,1,3,At-Risk
15491,6,3100.09,94,3,3,4,10,High-Value
15492,2,659.46,27,3,2,2,7,Other
15493,9,4113.19,32,3,4,4,11,High-Value
15494,5,3702.6,20,4,3,4,11,High-Value
15495,1,246.5,378,2,1,1,4,One-Time
15496,1,146.14,630,1,1,1,3,At-Risk
15497,9,8657.39,17,4,4,4,12,High-Value
15498,44,24972.86,2,4,4,4,12,High-Value
15499,1,158.65,723,1,1,1,3,At-Risk
15500,4,1131.56,7,4,3,3,10,High-Value
15501,2,399.95,404,1,2,2,5,At-Risk
15502,12,9542.92,15,4,4,4,12,High-Value
15503,2,257.3,362,2,2,1,5,Other
15504,4,391.45,80,3,3,2,8,Loyal
15505,5,3610.96,52,3,3,4,10,High-Value
15506,6,2030.33,22,4,3,3,10,High-Value
15507,1,475.86,171,2,1,2,5,Other
15508,6,1000.27,188,2,3,3,8,Other
15509,1,152.41,379,1,1,1,3,At-Risk
15510,1,250.0,330,2,1,1,4,One-Time
15511,5,900.53,11,4,3,3,10,High-Value
15512,4,331.58,155,2,3,1,6,Other
15513,35,26437.05,32,3,4,4,11,High-Value
15514,18,6388.280000000001,11,4,4,4,12,High-Value
15515,1,171.81,386,1,1,1,3,At-Risk
15516,3,62.43,44,3,2,1,6,Other
15517,1,267.03,232,2,1,1,4,One-Time
15518,15,4189.99,63,3,4,4,11,High-Value
15519,2,344.61,382,1,2,2,5,At-Risk
15520,1,343.5,1,4,1,2,7,Other
15521,16,7087.64,39,3,4,4,11,High-Value
15522,2,397.99,32,3,2,2,7,Other
15523,16,17259.19,83,3,4,4,11,High-Value
15524,2,591.4,24,4,2,2,8,Other
15525,4,887.72,1,4,3,3,10,High-Value
15526,2,148.44,32,3,2,1,6,Other
15527,23,5554.04,18,4,4,4,12,High-Value
15528,1,229.33,253,2,1,1,4,One-Time
15529,12,4781.11,22,4,4,4,12,High-Value
15530,5,1808.68,21,4,3,3,10,High-Value
15531,2,1972.39,7,4,2,3,9,High-Value
15532,10,3717.2000000000003,24,4,4,4,12,High-Value
15533,3,807.5699999999999,18,4,2,2,8,Other
15534,1,162.25,725,1,1,1,3,At-Risk
15535,6,1044.3700000000001,172,2,3,3,8,Other
15536,1,259.09,408,1,1,1,3,At-Risk
15537,1,110.92,162,2,1,1,4,One-Time
15538,6,3358.4,537,1,3,4,8,At-Risk
15539,1,538.46,6,4,1,2,7,Other
15540,2,460.68,10,4,2,2,8,Other
15541,1,85.13000000000001,113,2,1,1,4,One-Time
15542,3,855.71,511,1,2,2,5,At-Risk
15543,2,242.26,287,2,2,1,5,Other
15544,20,7807.89,8,4,4,4,12,High-Value
15545,2,288.97,53,3,2,1,6,Other
15546,2,1079.1,606,1,2,3,6,At-Risk
15547,26,10002.65,6,4,4,4,12,High-Value
15548,1,158.09,595,1,1,1,3,At-Risk
15549,8,2330.41,76,3,4,4,11,High-Value
15550,12,2211.05,3,4,4,3,11,High-Value
15551,7,1679.81,36,3,4,3,10,High-Value
15552,2,252.52,216,2,2,1,5,Other
15553,1,428.93,59,3,1,2,6,Other
15554,1,217.2,277,2,1,1,4,One-Time
15555,36,11233.78,11,4,4,4,12,High-Value
15556,1,279.77,23,4,1,1,6,One-Time
15557,1,468.91,28,3,1,2,6,Other
15558,1,202.68,638,1,1,1,3,At-Risk
15559,1,1109.4,567,1,1,3,5,At-Risk
15560,2,153.52,397,1,2,1,4,At-Risk
15561,8,1934.3899999999999,11,4,4,3,11,High-Value
15562,3,671.4300000000001,351,2,2,2,6,Other
15563,6,2820.46,21,4,3,4,11,High-Value
15564,2,70.74000000000001,462,1,2,1,4,At-Risk
15565,2,173.16000000000003,49,3,2,1,6,Other
15566,2,227.87,392,1,2,1,4,At-Risk
15567,1,186.01,18,4,1,1,6,One-Time
15568,3,758.29,2,4,2,2,8,Other
15569,10,3583.4500000000003,103,2,4,4,10,High-Value
15570,25,8736.49,6,4,4,4,12,High-Value
15571,14,3892.35,11,4,4,4,12,High-Value
15572,10,3965.2,4,4,4,4,12,High-Value
15573,5,1180.47,31,3,3,3,9,High-Value
15574,6,1101.44,177,2,3,3,8,Other
15575,1,30.1,619,1,1,1,3,At-Risk
15576,1,921.37,37,3,1,3,7,Other
15577,5,396.03,150,2,3,2,7,Other
15578,1,127.10000000000001,161,2,1,1,4,One-Time
15579,5,1250.63,68,3,3,3,9,High-Value
15580,8,1375.39,376,2,4,3,9,High-Value
15581,34,4505.16,155,2,4,4,10,High-Value
15582,3,682.9100000000001,24,4,2,2,8,Other
15583,1,95.96,375,2,1,1,4,One-Time
15584,6,1268.2,23,4,3,3,10,High-Value
15585,1,455.3,176,2,1,2,5,Other
15586,3,1139.1,592,1,2,3,6,At-Risk
15587,7,1522.08,49,3,4,3,10,High-Value
15588,1,579.6,677,1,1,2,4,At-Risk
15589,3,478.53,255,2,2,2,6,Other
15590,5,1496.6,381,1,3,3,7,At-Risk
15591,3,217.9,582,1,2,1,4,At-Risk
15592,1,388.58,46,3,1,2,6,Other
15593,1,199.8,70,3,1,1,5,One-Time
15594,5,1771.78,15,4,3,3,10,High-Value
15595,1,357.59999999999997,487,1,1,2,4,At-Risk
15596,9,2727.72,100,2,4,4,10,High-Value
15597,2,563.37,34,3,2,2,7,Other
15598,2,548.02,52,3,2,2,7,Other
15599,3,1250.06,26,3,2,3,8,Other
15600,4,1199.31,427,1,3,3,7,At-Risk
15601,30,14191.74,10,4,4,4,12,High-Value
15602,16,3137.96,7,4,4,4,12,High-Value
15603,2,88.48,78,3,2,1,6,Other
15604,1,216.39000000000001,51,3,1,1,5,One-Time
15605,9,1741.95,35,3,4,3,10,High-Value
15606,17,5230.99,60,3,4,4,11,High-Value
15607,9,1708.97,336,2,4,3,9,High-Value
15608,5,1785.98,27,3,3,3,9,High-Value
15609,1,298.48,183,2,1,1,4,One-Time
15610,1,112.46000000000001,51,3,1,1,5,One-Time
15611,24,2976.28,9,4,4,4,12,High-Value
15612,2,195.15,35,3,2,1,6,Other
15613,1,433.71999999999997,609,1,1,2,4,At-Risk
15614,4,3147.36,437,1,3,4,8,At-Risk
15615,47,21373.97,9,4,4,4,12,High-Value
15616,1,317.11,437,1,1,1,3,At-Risk
15617,3,828.5500000000001,395,1,2,2,5,At-Risk
15618,4,776.851,32,3,3,2,8,Loyal
15619,1,336.4,10,4,1,1,6,One-Time
15620,4,1942.36,56,3,3,3,9,High-Value
15621,4,1293.03,3,4,3,3,10,High-Value
15622,17,7852.610000000001,42,3,4,4,11,High-Value
15623,8,2437.05,140,2,4,4,10,High-Value
15624,4,588.13,116,2,3,2,7,Other
15625,9,3236.4,103,2,4,4,10,High-Value
15626,3,1067.52,74,3,2,3,8,Other
15627,2,566.9,456,1,2,2,5,At-Risk
15628,17,5333.08,4,4,4,4,12,High-Value
15629,4,2240.9,449,1,3,3,7,At-Risk
15630,3,1481.4,44,3,2,3,8,Other
15631,1,596.67,641,1,1,2,4,At-Risk
15632,8,3285.31,15,4,4,4,12,High-Value
15633,13,4335.96,508,1,4,4,9,High-Value
15634,2,554.65,16,4,2,2,8,Other
15635,1,100.35,395,1,1,1,3,At-Risk
15636,4,1444.58,89,3,3,3,9,High-Value
15637,5,797.59,52,3,3,2,8,Loyal
15638,6,2265.2,378,2,3,4,9,High-Value
15639,3,1065.08,133,2,2,3,7,Other
15640,29,23459.51,3,4,4,4,12,High-Value
15641,12,5345.55,104,2,4,4,10,High-Value
15642,1,105.78,729,1,1,1,3,At-Risk
15643,3,664.0,191,2,2,2,6,Other
15644,4,803.54,165,2,3,2,7,Other
15645,3,1054.75,18,4,2,3,9,High-Value
15646,5,784.8100000000001,157,2,3,2,7,Other
15647,1,169.0,414,1,1,1,3,At-Risk
15648,2,639.5,203,2,2,2,6,Other
15649,4,1660.35,335,2,3,3,8,Other
15650,2,553.88,521,1,2,2,5,At-Risk
15651,5,1259.06,36,3,3,3,9,High-Value
15652,5,1405.94,90,3,3,3,9,High-Value
15653,2,877.44,92,3,2,3,8,Other
15654,2,922.53,8,4,2,3,9,High-Value
15655,1,560.6700000000001,242,2,1,2,5,Other
15656,4,748.5,44,3,3,2,8,Loyal
15657,1,30.0,22,4,1,1,6,One-Time
15658,8,2117.27,189,2,4,3,9,High-Value
15659,3,532.49,43,3,2,2,7,Other
15660,15,2603.69,24,4,4,4,12,High-Value
15661,8,1215.95,316,2,4,3,9,High-Value
15662,2,283.73,660,1,2,1,4,At-Risk
15663,1,138.14,105,2,1,1,4,One-Time
15664,4,1231.53,50,3,3,3,9,High-Value
15665,5,3987.07,167,2,3,4,9,High-Value
15666,2,632.94,471,1,2,2,5,At-Risk
15667,1,301.32000000000005,39,3,1,1,5,One-Time
15668,1,76.32000000000001,217,2,1,1,4,One-Time
15669,4,684.34,39,3,3,2,8,Loyal
15670,2,325.2,296,2,2,1,5,Other
15671,7,2657.13,18,4,4,4,12,High-Value
15672,1,45.300000000000004,724,1,1,1,3,At-Risk
15673,9,6204.32,87,3,4,4,11,High-Value
15674,12,6613.52,72,3,4,4,11,High-Value
15675,4,542.04,80,3,3,2,8,Loyal
15676,3,3435.76,18,4,2,4,10,High-Value
15677,3,1305.63,48,3,2,3,8,Other
15678,3,1825.94,52,3,2,3,8,Other
15679,4,781.28,23,4,3,2,9,High-Value
15680,10,4028.69,8,4,4,4,12,High-Value
15681,14,2989.7,24,4,4,4,12,High-Value
15682,2,318.24,598,1,2,1,4,At-Risk
15683,2,524.54,116,2,2,2,6,Other
15684,3,173.95,546,1,2,1,4,At-Risk
15685,1,55.980000000000004,449,1,1,1,3,At-Risk
15686,1,90.0,419,1,1,1,3,At-Risk
15687,9,2993.1,8,4,4,4,12,High-Value
15688,1,190.57,418,1,1,1,3,At-Risk
15689,3,521.03,119,2,3,2,7,Other
15690,2,239.76,3,4,2,1,7,Other
15691,4,571.3,251,2,3,2,7,Other
15692,1,191.04,27,3,1,1,5,One-Time
15693,1,37.5,658,1,1,1,3,At-Risk
15694,23,9963.48,0,4,4,4,12,High-Value
15695,4,1131.04,266,2,3,3,8,Other
15696,13,3881.2200000000003,32,3,4,4,11,High-Value
15697,1,246.75,689,1,1,1,3,At-Risk
15698,1,46.2,623,1,1,1,3,At-Risk
15699,1,309.65,17,4,1,1,6,One-Time
15700,2,696.68,171,2,2,2,6,Other
15701,4,1529.0,1,4,3,3,10,High-Value
15702,1,112.57,475,1,1,1,3,At-Risk
15703,1,211.5,264,2,1,1,4,One-Time
15704,6,3734.6600000000003,139,2,3,4,9,High-Value
15705,1,143.1,200,2,1,1,4,One-Time
15706,4,1060.56,63,3,3,3,9,High-Value
15707,4,916.98,34,3,3,3,9,High-Value
15708,9,3887.15,40,3,4,4,11,High-Value
15709,2,327.85,283,2,2,1,5,Other
15710,1,898.87,416,1,1,3,5,At-Risk
15711,2,420.25,556,1,2,2,5,At-Risk
15712,12,3472.41,8,4,4,4,12,High-Value
15713,4,839.64,142,2,3,2,7,Other
15714,5,783.96,11,4,3,2,9,High-Value
15715,5,658.02,555,1,3,2,6,At-Risk
15716,11,2482.7400000000002,145,2,4,4,10,High-Value
15717,5,607.0,233,2,3,2,7,Other
15718,1,293.79,539,1,1,1,3,At-Risk
15719,31,10194.32,32,3,4,4,11,High-Value
15720,2,739.22,23,4,2,2,8,Other
15721,1,471.40000000000003,11,4,1,2,7,Other
15722,11,5234.0,35,3,4,4,11,High-Value
15723,4,930.7,364,2,3,3,8,Other
15724,3,310.85,200,2,3,1,6,Other
15725,1,415.25,14,4,1,2,7,Other
15726,1,321.91,389,1,1,1,3,At-Risk
15727,15,9371.71,16,4,4,4,12,High-Value
15728,2,544.6,379,1,2,2,5,At-Risk
15729,3,192.55,212,2,3,1,6,Other
15730,5,1726.58,65,3,3,3,9,High-Value
15731,1,125.3,553,1,1,1,3,At-Risk
15732,10,1543.97,211,2,4,3,9,High-Value
15733,1,162.3,282,2,1,1,4,One-Time
15734,4,2263.3,114,2,3,4,9,High-Value
15735,1,327.68,420,1,1,1,3,At-Risk
15736,2,1767.1200000000001,434,1,2,3,6,At-Risk
15737,8,1188.1200000000001,14,4,4,3,11,High-Value
15738,41,13043.32,18,4,4,4,12,High-Value
15739,1,449.12,65,3,1,2,6,Other
15740,1,154.88,48,3,1,1,5,One-Time
15741,2,208.62,457,1,2,1,4,At-Risk
15742,1,156.87,618,1,1,1,3,At-Risk
15743,4,775.96,15,4,3,2,9,High-Value
15744,1,34.8,77,3,1,1,5,One-Time
15745,4,1094.5900000000001,18,4,3,3,10,High-Value
15746,1,196.88,133,2,1,1,4,One-Time
15747,9,2499.81,12,4,4,4,12,High-Value
15748,3,609.81,39,3,3,2,8,Loyal
15749,3,44534.3,234,2,3,4,9,High-Value
15750,18,6452.991,2,4,4,4,12,High-Value
15751,11,1380.44,460,1,4,3,8,At-Risk
15752,9,3924.91,39,3,4,4,11,High-Value
15753,1,79.2,304,2,1,1,4,One-Time
15754,9,3037.61,50,3,4,4,11,High-Value
15755,17,5993.12,9,4,4,4,12,High-Value
15756,4,528.01,60,3,3,2,8,Loyal
15757,6,2940.36,65,3,3,4,10,High-Value
15758,1,205.25,24,4,1,1,6,One-Time
15759,7,830.9300000000001,217,2,4,2,8,Other
15761,1,143.05,442,1,1,1,3,At-Risk
15762,2,583.75,64,3,2,2,7,Other
15763,2,1086.92,31,3,2,3,8,Other
15764,8,4503.08,87,3,4,4,11,High-Value
15765,1,370.63,666,1,1,2,4,At-Risk
15766,3,831.0600000000001,63,3,3,2,8,Loyal
15768,34,15308.89,115,2,4,4,10,High-Value
15769,46,88612.52,6,4,4,4,12,High-Value
15770,1,321.45,612,1,1,1,3,At-Risk
15771,3,1006.54,603,1,3,3,7,At-Risk
15772,1,280.88,417,1,1,1,3,At-Risk
15773,2,774.52,5,4,2,2,8,Other
15774,6,1287.09,68,3,3,3,9,High-Value
15775,2,150.5,244,2,2,1,5,Other
15776,1,241.62,132,2,1,1,4,One-Time
15777,7,1762.6100000000001,240,2,4,3,9,High-Value
15778,1,307.95000000000005,430,1,1,1,3,At-Risk
15779,2,124.08000000000001,462,1,2,1,4,At-Risk
15780,3,475.28000000000003,183,2,3,2,7,Other
15781,3,345.46000000000004,24,4,3,2,9,High-Value
15782,4,4014.1,9,4,3,4,11,High-Value
15783,1,246.3,10,4,1,1,6,One-Time
15784,2,848.33,467,1,2,2,5,At-Risk
15785,16,5969.93,32,3,4,4,11,High-Value
15786,5,8501.62,45,3,3,4,10,High-Value
15787,3,933.26,25,3,3,3,9,High-Value
15788,1,221.82999999999998,508,1,1,1,3,At-Risk
15789,6,1962.01,357,2,3,3,8,Other
15790,1,218.75,9,4,1,1,6,One-Time
15791,5,3608.34,43,3,3,4,10,High-Value
15792,2,933.84,399,1,2,3,6,At-Risk
15793,8,2399.57,14,4,4,4,12,High-Value
15794,2,777.0,735,1,2,2,5,At-Risk
15795,8,1979.8700000000001,149,2,4,3,9,High-Value
15796,17,5170.63,0,4,4,4,12,High-Value
15797,5,2806.08,112,2,3,4,9,High-Value
15798,3,1535.37,492,1,3,3,7,At-Risk
15799,4,1421.34,75,3,3,3,9,High-Value
15800,7,1227.07,106,2,4,3,9,High-Value
15801,3,1063.95,45,3,3,3,9,High-Value
15803,4,1929.66,50,3,3,3,9,High-Value
15804,13,4206.39,0,4,4,4,12,High-Value
15805,30,10148.93,22,4,4,4,12,High-Value
15806,3,784.58,45,3,3,2,8,Loyal
15807,5,1817.52,49,3,3,3,9,High-Value
15808,21,17180.25,305,2,4,4,10,High-Value
15809,7,1274.44,35,3,4,3,10,High-Value
15810,8,2999.04,78,3,4,4,11,High-Value
15811,7,3392.55,21,4,4,4,12,High-Value
15812,12,5201.47,106,2,4,4,10,High-Value
15813,2,1303.91,207,2,2,3,7,Other
15814,6,2634.44,16,4,3,4,11,High-Value
15815,5,2100.6,63,3,3,3,9,High-Value
15816,2,144.15,541,1,2,1,4,At-Risk
15817,3,2766.4,420,1,3,4,8,At-Risk
15818,1,340.5,587,1,1,2,4,At-Risk
15819,10,3934.79,48,3,4,4,11,High-Value
15820,1,206.98,319,2,1,1,4,One-Time
15821,2,570.96,43,3,2,2,7,Other
15822,6,1840.06,2,4,3,3,10,High-Value
15823,2,3867.17,728,1,2,4,7,At-Risk
15824,2,890.94,452,1,2,3,6,At-Risk
15825,1,532.94,171,2,1,2,5,Other
15826,4,2598.28,55,3,3,4,10,High-Value
15827,28,3603.14,72,3,4,4,11,High-Value
15828,1,1108.82,374,2,1,3,6,Other
15829,2,636.14,98,2,2,2,6,Other
15830,1,576.0,37,3,1,2,6,Other
15831,3,794.64,57,3,3,2,8,Loyal
15832,1,836.79,253,2,1,2,5,Other
15833,1,80.4,737,1,1,1,3,At-Risk
15834,7,3761.89,69,3,4,4,11,High-Value
15835,4,954.09,43,3,3,3,9,High-Value
15836,1,137.37,49,3,1,1,5,One-Time
15837,2,777.01,64,3,2,2,7,Other
15838,34,73205.5,10,4,4,4,12,High-Value
15839,3,1048.49,32,3,3,3,9,High-Value
15840,2,355.56,58,3,2,2,7,Other
15841,9,2742.41,72,3,4,4,11,High-Value
15842,2,548.8000000000001,392,1,2,2,5,At-Risk
15843,1,118.95,303,2,1,1,4,One-Time
15844,1,130.74,45,3,1,1,5,One-Time
15845,11,4426.28,17,4,4,4,12,High-Value
15846,1,107.01,384,1,1,1,3,At-Risk
15847,5,822.57,37,3,3,2,8,Loyal
15848,1,137.99,621,1,1,1,3,At-Risk
15850,6,1006.75,18,4,3,3,10,High-Value
15851,1,109.73,526,1,1,1,3,At-Risk
15852,3,257.26,186,2,3,1,6,Other
15853,1,110.8,51,3,1,1,5,One-Time
15854,21,5578.28,3,4,4,4,12,High-Value
15855,6,1052.72,136,2,3,3,8,Other
15856,52,32274.69,3,4,4,4,12,High-Value
15857,2,570.48,18,4,2,2,8,Other
15858,13,3552.41,15,4,4,4,12,High-Value
15859,1,438.46000000000004,431,1,1,2,4,At-Risk
15860,17,2358.8,40,3,4,4,11,High-Value
15861,12,4360.9,11,4,4,4,12,High-Value
15862,13,2507.14,7,4,4,4,12,High-Value
15863,5,355.1,25,3,3,2,8,Loyal
15864,7,2180.76,21,4,4,3,11,High-Value
15865,5,2241.42,40,3,3,4,10,High-Value
15866,1,211.89,100,2,1,1,4,One-Time
15867,31,8869.87,4,4,4,4,12,High-Value
15868,1,94.53,582,1,1,1,3,At-Risk
15869,3,321.11,276,2,3,1,6,Other
15870,4,857.46,32,3,3,3,9,High-Value
15871,1,33.1,436,1,1,1,3,At-Risk
15872,4,729.25,14,4,3,2,9,High-Value
15873,4,313.91999999999996,499,1,3,1,5,At-Risk
15874,21,11284.76,63,3,4,4,11,High-Value
15875,1,108.52,645,1,1,1,3,At-Risk
15876,2,1449.14,408,1,2,3,6,At-Risk
15877,2,490.33,1,4,2,2,8,Other
15878,2,330.77,561,1,2,1,4,At-Risk
15879,4,1137.8,403,1,3,3,7,At-Risk
15880,1,329.03,368,2,1,1,4,One-Time
15881,5,501.39,311,2,3,2,7,Other
15882,8,1122.38,198,2,4,3,9,High-Value
15883,2,396.48,1,4,2,2,8,Other
15884,2,244.60000000000002,431,1,2,1,4,At-Risk
15885,13,1921.82,92,3,4,3,10,High-Value
15886,4,1052.8700000000001,59,3,3,3,9,High-Value
15887,3,1027.15,406,1,3,3,7,At-Risk
15888,3,423.49,80,3,3,2,8,Loyal
15889,8,1407.05,156,2,4,3,9,High-Value
15890,5,535.65,394,1,3,2,6,At-Risk
15891,1,509.13,226,2,1,2,5,Other
15892,1,128.2,668,1,1,1,3,At-Risk
15893,1,305.28000000000003,481,1,1,1,3,At-Risk
15894,2,257.6,252,2,2,1,5,Other
15895,1,179.17,149,2,1,1,4,One-Time
15897,2,208.59,193,2,2,1,5,Other
15898,25,4992.7,0,4,4,4,12,High-Value
15899,1,56.25,368,2,1,1,4,One-Time
15900,4,886.57,23,4,3,3,10,High-Value
15901,6,667.89,16,4,3,2,9,High-Value
15902,1,145.01,379,1,1,1,3,At-Risk
15903,12,8939.84,9,4,4,4,12,High-Value
15904,1,164.68,7,4,1,1,6,One-Time
15905,1,114.69,542,1,1,1,3,At-Risk
15906,10,2530.19,19,4,4,4,12,High-Value
15907,3,881.87,3,4,3,3,10,High-Value
15908,2,758.62,490,1,2,2,5,At-Risk
15909,1,191.94,173,2,1,1,4,One-Time
15910,15,2661.17,0,4,4,4,12,High-Value
15911,8,1683.79,623,1,4,3,8,At-Risk
15912,9,1074.7,177,2,4,3,9,High-Value
15913,1,6.300000000000001,533,1,1,1,3,At-Risk
15914,2,205.99,377,2,2,1,5,Other
15915,1,364.24,401,1,1,2,4,At-Risk
15916,13,3145.24,15,4,4,4,12,High-Value
15917,5,530.17,247,2,3,2,7,Other
15918,3,582.88,190,2,3,2,7,Other
15919,2,525.69,19,4,2,2,8,Other
15920,8,565.19,153,2,4,2,8,Other
15921,4,765.61,172,2,3,2,7,Other
15922,1,369.5,372,2,1,2,5,Other
15923,1,127.08,372,2,1,1,4,One-Time
15924,1,102.82,730,1,1,1,3,At-Risk
15925,1,207.15,193,2,1,1,4,One-Time
15926,1,134.44,541,1,1,1,3,At-Risk
15927,1,106.54,646,1,1,1,3,At-Risk
15928,1,293.53000000000003,655,1,1,1,3,At-Risk
15929,1,594.0,643,1,1,2,4,At-Risk
15930,1,426.63,66,3,1,2,6,Other
15931,1,239.9,427,1,1,1,3,At-Risk
15932,8,2495.87,3,4,4,4,12,High-Value
15933,3,1107.46,20,4,3,3,10,High-Value
15934,2,2190.66,417,1,2,3,6,At-Risk
15935,1,108.03999999999999,238,2,1,1,4,One-Time
15936,2,282.79,378,2,2,1,5,Other
15937,1,145.35,63,3,1,1,5,One-Time
15938,9,734.8100000000001,111,2,4,2,8,Other
15939,15,9004.84,89,3,4,4,11,High-Value
15940,1,35.8,310,2,1,1,4,One-Time
15941,1,405.0,636,1,1,2,4,At-Risk
15942,1,337.44,133,2,1,1,4,One-Time
15943,2,271.29,649,1,2,1,4,At-Risk
15944,4,2164.24,276,2,3,3,8,Other
15945,4,646.27,364,2,3,2,7,Other
15946,3,2304.1800000000003,502,1,3,4,8,At-Risk
15947,1,1708.24,82,3,1,3,7,Other
15948,3,1509.0900000000001,7,4,3,3,10,High-Value
15949,2,364.72,16,4,2,2,8,Other
15950,10,7120.91,31,3,4,4,11,High-Value
15951,3,1013.1700000000001,8,4,3,3,10,High-Value
15952,4,781.91,33,3,3,2,8,Loyal
15953,18,3440.34,14,4,4,4,12,High-Value
15954,1,187.8,588,1,1,1,3,At-Risk
15955,22,8085.9800000000005,23,4,4,4,12,High-Value
15956,2,617.6,550,1,2,2,5,At-Risk
15957,3,921.25,31,3,3,3,9,High-Value
15958,4,462.12,73,3,3,2,8,Loyal
15959,3,542.89,681,1,3,2,6,At-Risk
15960,4,410.95,373,2,3,2,7,Other
15961,1,451.28999999999996,378,2,1,2,5,Other
15962,1,289.48,448,1,1,1,3,At-Risk
15963,2,470.76,19,4,2,2,8,Other
15964,1,269.21,662,1,1,1,3,At-Risk
15965,13,2771.94,16,4,4,4,12,High-Value
15966,1,426.53,450,1,1,2,4,At-Risk
15967,12,2966.0,22,4,4,4,12,High-Value
15968,1,401.8,387,1,1,2,4,At-Risk
15969,5,1127.05,2,4,3,3,10,High-Value
15970,2,1017.3199999999999,303,2,2,3,7,Other
15971,18,5897.88,17,4,4,4,12,High-Value
15972,5,1769.33,455,1,3,3,7,At-Risk
15973,2,665.62,366,2,2,2,6,Other
15974,7,3442.15,38,3,4,4,11,High-Value
15975,1,371.01,83,3,1,2,6,Other
15976,6,1680.31,164,2,3,3,8,Other
15977,2,1054.73,16,4,2,3,9,High-Value
15978,3,3279.42,76,3,3,4,10,High-Value
15979,1,329.21999999999997,602,1,1,1,3,At-Risk
15980,7,6543.68,88,3,4,4,11,High-Value
15981,21,9362.77,24,4,4,4,12,High-Value
15982,1,324.51,604,1,1,1,3,At-Risk
15983,8,3110.37,21,4,4,4,12,High-Value
15984,30,8393.02,2,4,4,4,12,High-Value
15985,7,2715.28,122,2,4,4,10,High-Value
15986,2,354.42,29,3,2,2,7,Other
15987,8,1535.99,11,4,4,3,11,High-Value
15988,3,736.39,18,4,3,2,9,High-Value
15989,2,368.31,375,2,2,2,6,Other
15990,7,1997.75,43,3,4,3,10,High-Value
15991,1,150.55,533,1,1,1,3,At-Risk
15992,3,896.6,3,4,3,3,10,High-Value
15993,7,2768.97,8,4,4,4,12,High-Value
15994,3,1175.68,54,3,3,3,9,High-Value
15995,1,694.54,413,1,1,2,4,At-Risk
15996,7,1386.4,87,3,4,3,10,High-Value
15998,16,8274.14,36,3,4,4,11,High-Value
15999,1,20.4,735,1,1,1,3,At-Risk
16000,3,12393.7,2,4,3,4,11,High-Value
16001,1,583.39,380,1,1,2,4,At-Risk
16002,1,169.21,624,1,1,1,3,At-Risk
16003,10,5613.83,29,3,4,4,11,High-Value
16004,5,2146.39,474,1,3,3,7,At-Risk
16005,10,2365.07,11,4,4,4,12,High-Value
16006,2,332.82,210,2,2,1,5,Other
16007,7,3053.06,47,3,4,4,11,High-Value
16008,15,5339.13,23,4,4,4,12,High-Value
16009,4,972.11,21,4,3,3,10,High-Value
16010,11,1694.86,245,2,4,3,9,High-Value
16011,29,5599.31,7,4,4,4,12,High-Value
16012,5,2978.59,34,3,3,4,10,High-Value
16013,84,56078.44,3,4,4,4,12,High-Value
16014,5,1100.28,37,3,3,3,9,High-Value
16015,3,704.26,3,4,3,2,9,High-Value
16016,11,2083.4,2,4,4,3,11,High-Value
16017,5,1545.58,46,3,3,3,9,High-Value
16018,4,698.13,38,3,3,2,8,Loyal
16019,27,17329.16,46,3,4,4,11,High-Value
16020,3,851.01,16,4,3,2,9,High-Value
16021,2,487.03,394,1,2,2,5,At-Risk
16022,1,602.63,259,2,1,2,5,Other
16023,3,719.81,45,3,3,2,8,Loyal
16024,3,478.71,11,4,3,2,9,High-Value
16025,1,439.65999999999997,29,3,1,2,6,Other
16026,1,236.09,42,3,1,1,5,One-Time
16027,15,2048.36,91,3,4,3,10,High-Value
16028,1,82.2,595,1,1,1,3,At-Risk
16029,106,109620.87,38,3,4,4,11,High-Value
16030,1,331.24,309,2,1,1,4,One-Time
16031,2,547.9,91,3,2,2,7,Other
16032,6,1965.72,455,1,3,3,7,At-Risk
16033,27,10608.81,5,4,4,4,12,High-Value
16034,6,911.32,195,2,3,3,8,Other
16035,1,217.73,559,1,1,1,3,At-Risk
16036,4,2556.84,86,3,3,4,10,High-Value
16037,5,1509.3400000000001,269,2,3,3,8,Other
16038,3,471.78,7,4,3,2,9,High-Value
16039,2,456.4,423,1,2,2,5,At-Risk
16040,7,2416.9,64,3,4,4,11,High-Value
16041,3,3166.4,30,3,3,4,10,High-Value
16042,8,2245.32,21,4,4,4,12,High-Value
16043,8,1856.5900000000001,37,3,4,3,10,High-Value
16044,1,340.84,434,1,1,2,4,At-Risk
16045,8,3434.93,119,2,4,4,10,High-Value
16046,1,235.78,561,1,1,1,3,At-Risk
16048,4,818.7900000000001,372,2,3,2,7,Other
16049,6,1852.15,39,3,3,3,9,High-Value
16050,3,300.7,173,2,3,1,6,Other
16051,1,188.44,681,1,1,1,3,At-Risk
16052,1,362.06,53,3,1,2,6,Other
16053,6,3634.84,32,3,3,4,10,High-Value
16054,4,2111.88,144,2,3,3,8,Other
16055,1,134.8,220,2,1,1,4,One-Time
16056,1,650.75,44,3,1,2,6,Other
16057,10,3854.85,15,4,4,4,12,High-Value
