customer_id,total_invoices,total_revenue,customer_type
15332,6,4892.68,Repeat Customer
15333,1,1028.56,Single Purchase
15334,3,347.87,Repeat Customer
15335,1,170.22,Single Purchase
15336,1,240.5,Single Purchase
15337,1,373.02,Single Purchase
15338,1,277.93,Single Purchase
15339,7,1821.02,Repeat Customer
15340,1,105.5,Single Purchase
15341,2,2402.72,Repeat Customer
15342,1,406.09000000000003,Single Purchase
15343,1,364.5,Single Purchase
15344,3,563.94,Repeat Customer
15345,1,393.54,Single Purchase
15346,3,596.12,Repeat Customer
15347,4,1162.0,Repeat Customer
15348,1,158.04,Single Purchase
15349,2,463.90999999999997,Repeat Customer
15350,2,547.6,Repeat Customer
15351,10,3430.22,Repeat Customer
15352,1,111.15,Single Purchase
15353,7,2794.4700000000003,Repeat Customer
15355,2,277.05,Repeat Customer
15356,13,3239.57,Repeat Customer
15358,42,16425.86,Repeat Customer
15359,8,181.35,Repeat Customer
15360,1,427.93,Single Purchase
15361,4,689.07,Repeat Customer
15362,2,613.08,Repeat Customer
15363,2,678.11,Repeat Customer
15364,2,913.19,Repeat Customer
15365,13,4557.13,Repeat Customer
15366,7,2389.08,Repeat Customer
15367,11,5081.33,Repeat Customer
15368,2,722.74,Repeat Customer
15369,11,6251.26,Repeat Customer
15370,8,3739.01,Repeat Customer
15371,1,59.400000000000006,Single Purchase
15372,8,6017.06,Repeat Customer
15373,17,3084.54,Repeat Customer
15374,2,307.32,Repeat Customer
15375,1,60.96,Single Purchase
15376,3,1221.56,Repeat Customer
15377,4,1211.75,Repeat Customer
15378,2,246.5,Repeat Customer
15379,8,4877.84,Repeat Customer
15380,11,3248.96,Repeat Customer
15381,5,1890.57,Repeat Customer
15382,12,13733.550000000001,Repeat Customer
15384,4,2027.79,Repeat Customer
15385,3,942.08,Repeat Customer
15386,1,394.14,Single Purchase
15387,1,468.65,Single Purchase
15388,1,140.54,Single Purchase
15389,5,2733.8,Repeat Customer
15390,2,1216.66,Repeat Customer
15391,1,289.87,Single Purchase
15392,7,2911.62,Repeat Customer
15393,5,891.34,Repeat Customer
15394,11,5286.8,Repeat Customer
15395,1,107.45,Single Purchase
15396,2,796.3800000000001,Repeat Customer
15397,1,94.0,Single Purchase
15398,2,1345.53,Repeat Customer
15399,3,815.77,Repeat Customer
15400,8,1302.3,Repeat Customer
15401,2,216.95000000000002,Repeat Customer
15402,6,1830.1200000000001,Repeat Customer
15403,2,170.88,Repeat Customer
15404,1,257.06,Single Purchase
15405,2,659.84,Repeat Customer
15406,4,975.87,Repeat Customer
15407,4,1046.74,Repeat Customer
15408,1,267.18,Single Purchase
15409,1,131.25,Single Purchase
15410,10,4685.72,Repeat Customer
15411,4,1348.93,Repeat Customer
15412,1,190.53,Single Purchase
15413,5,6798.72,Repeat Customer
15414,3,774.9000000000001,Repeat Customer
15415,1,559.61,Single Purchase
15416,7,4572.82,Repeat Customer
15417,1,508.8,Single Purchase
15418,2,449.42,Repeat Customer
15419,1,135.85999999999999,Single Purchase
15420,6,743.0,Repeat Customer
15421,10,3805.34,Repeat Customer
15422,7,1619.97,Repeat Customer
15423,3,266.89,Repeat Customer
15424,3,597.78,Repeat Customer
15425,4,1941.1200000000001,Repeat Customer
15426,9,2156.35,Repeat Customer
15427,3,1430.54,Repeat Customer
15428,4,762.75,Repeat Customer
15429,2,397.35,Repeat Customer
15430,2,954.75,Repeat Customer
15431,1,153.24,Single Purchase
15432,2,320.76,Repeat Customer
15433,2,533.3,Repeat Customer
15434,11,2567.06,Repeat Customer
15435,1,149.29,Single Purchase
15436,3,1067.75,Repeat Customer
15437,2,393.45,Repeat Customer
15438,1,156.58,Single Purchase
15439,4,1269.05,Repeat Customer
15440,3,383.68,Repeat Customer
15441,3,1254.21,Repeat Customer
15442,1,594.0,Single Purchase
15443,14,5114.2300000000005,Repeat Customer
15444,2,1411.21,Repeat Customer
15445,2,284.5,Repeat Customer
15446,3,396.75,Repeat Customer
15447,5,492.88,Repeat Customer
15448,2,788.81,Repeat Customer
15449,3,974.52,Repeat Customer
15450,1,429.84,Single Purchase
15451,2,226.86,Repeat Customer
15452,6,1785.1100000000001,Repeat Customer
15453,7,1371.77,Repeat Customer
15454,2,303.89,Repeat Customer
15455,1,38.25,Single Purchase
15456,10,2091.52,Repeat Customer
15457,1,237.07,Single Purchase
15458,2,370.44,Repeat Customer
15459,2,202.83,Repeat Customer
15460,1,214.26,Single Purchase
15461,2,429.7,Repeat Customer
15462,4,737.05,Repeat Customer
15463,1,126.14,Single Purchase
15464,1,1044.65,Single Purchase
15465,32,12100.4,Repeat Customer
15466,4,1560.46,Repeat Customer
15467,3,524.88,Repeat Customer
15468,3,1430.48,Repeat Customer
15469,3,874.25,Repeat Customer
15470,1,63.42,Single Purchase
15471,3,1292.01,Repeat Customer
15472,1,371.56,Single Purchase
15473,8,2046.0,Repeat Customer
15474,1,150.35,Single Purchase
15475,1,454.11,Single Purchase
15476,4,2209.98,Repeat Customer
15477,1,368.4,Single Purchase
15478,3,1940.98,Repeat Customer
15479,1,147.4,Single Purchase
15480,3,3592.25,Repeat Customer
15481,1,1993.34,Single Purchase
15482,18,14377.36,Repeat Customer
15483,10,810.68,Repeat Customer
15484,6,4652.1,Repeat Customer
15485,7,4810.92,Repeat Customer
15486,1,102.0,Single Purchase
15487,1,231.32,Single Purchase
15488,5,431.92,Repeat Customer
15489,8,2419.61,Repeat Customer
15490,1,210.85000000000002,Single Purchase
15491,6,3100.09,Repeat Customer
15492,2,659.46,Repeat Customer
15493,9,4113.19,Repeat Customer
15494,5,3702.6,Repeat Customer
15495,1,246.5,Single Purchase
15496,1,146.14,Single Purchase
15497,9,8657.39,Repeat Customer
15498,44,24972.86,Repeat Customer
15499,1,158.65,Single Purchase
15500,4,1131.56,Repeat Customer
15501,2,399.95,Repeat Customer
15502,12,9542.92,Repeat Customer
15503,2,257.3,Repeat Customer
15504,4,391.45,Repeat Customer
15505,5,3610.96,Repeat Customer
15506,6,2030.33,Repeat Customer
15507,1,475.86,Single Purchase
15508,6,1000.27,Repeat Customer
15509,1,152.41,Single Purchase
15510,1,250.0,Single Purchase
15511,5,900.53,Repeat Customer
15512,4,331.58,Repeat Customer
15513,35,26437.05,Repeat Customer
15514,18,6388.280000000001,Repeat Customer
15515,1,171.81,Single Purchase
15516,3,62.43,Repeat Customer
15517,1,267.03,Single Purchase
15518,15,4189.99,Repeat Customer
15519,2,344.61,Repeat Customer
15520,1,343.5,Single Purchase
15521,16,7087.64,Repeat Customer
15522,2,397.99,Repeat Customer
15523,16,17259.19,Repeat Customer
15524,2,591.4,Repeat Customer
15525,4,887.72,Repeat Customer
15526,2,148.44,Repeat Customer
15527,23,5554.04,Repeat Customer
15528,1,229.33,Single Purchase
15529,12,4781.11,Repeat Customer
15530,5,1808.68,Repeat Customer
15531,2,1972.39,Repeat Customer
15532,10,3717.2000000000003,Repeat Customer
15533,3,807.5699999999999,Repeat Customer
15534,1,162.25,Single Purchase
15535,6,1044.3700000000001,Repeat Customer
15536,1,259.09,Single Purchase
15537,1,110.92,Single Purchase
15538,6,3358.4,Repeat Customer
15539,1,538.46,Single Purchase
15540,2,460.68,Repeat Customer
15541,1,85.13000000000001,Single Purchase
15542,3,855.71,Repeat Customer
15543,2,242.26,Repeat Customer
15544,20,7807.89,Repeat Customer
15545,2,288.97,Repeat Customer
15546,2,1079.1,Repeat Customer
15547,26,10002.65,Repeat Customer
15548,1,158.09,Single Purchase
15549,8,2330.41,Repeat Customer
15550,12,2211.05,Repeat Customer
15551,7,1679.81,Repeat Customer
15552,2,252.52,Repeat Customer
15553,1,428.93,Single Purchase
15554,1,217.2,Single Purchase
15555,36,11233.78,Repeat Customer
15556,1,279.77,Single Purchase
15557,1,468.91,Single Purchase
15558,1,202.68,Single Purchase
15559,1,1109.4,Single Purchase
15560,2,153.52,Repeat Customer
15561,8,1934.3899999999999,Repeat Customer
15562,3,671.4300000000001,Repeat Customer
15563,6,2820.46,Repeat Customer
15564,2,70.74000000000001,Repeat Customer
15565,2,173.16000000000003,Repeat Customer
15566,2,227.87,Repeat Customer
15567,1,186.01,Single Purchase
15568,3,758.29,Repeat Customer
15569,10,3583.4500000000003,Repeat Customer
15570,25,8736.49,Repeat Customer
15571,14,3892.35,Repeat Customer
15572,10,3965.2,Repeat Customer
15573,5,1180.47,Repeat Customer
15574,6,1101.44,Repeat Customer
15575,1,30.1,Single Purchase
15576,1,921.37,Single Purchase
15577,5,396.03,Repeat Customer
15578,1,127.10000000000001,Single Purchase
15579,5,1250.63,Repeat Customer
15580,8,1375.39,Repeat Customer
15581,34,4505.16,Repeat Customer
15582,3,682.9100000000001,Repeat Customer
15583,1,95.96,Single Purchase
15584,6,1268.2,Repeat Customer
15585,1,455.3,Single Purchase
15586,3,1139.1,Repeat Customer
15587,7,1522.08,Repeat Customer
15588,1,579.6,Single Purchase
15589,3,478.53,Repeat Customer
15590,5,1496.6,Repeat Customer
15591,3,217.9,Repeat Customer
15592,1,388.58,Single Purchase
15593,1,199.8,Single Purchase
15594,5,1771.78,Repeat Customer
15595,1,357.59999999999997,Single Purchase
15596,9,2727.72,Repeat Customer
15597,2,563.37,Repeat Customer
15598,2,548.02,Repeat Customer
15599,3,1250.06,Repeat Customer
15600,4,1199.31,Repeat Customer
15601,30,14191.74,Repeat Customer
15602,16,3137.96,Repeat Customer
15603,2,88.48,Repeat Customer
15604,1,216.39000000000001,Single Purchase
15605,9,1741.95,Repeat Customer
15606,17,5230.99,Repeat Customer
15607,9,1708.97,Repeat Customer
15608,5,1785.98,Repeat Customer
15609,1,298.48,Single Purchase
15610,1,112.46000000000001,Single Purchase
15611,24,2976.28,Repeat Customer
15612,2,195.15,Repeat Customer
15613,1,433.71999999999997,Single Purchase
15614,4,3147.36,Repeat Customer
15615,47,21373.97,Repeat Customer
15616,1,317.11,Single Purchase
15617,3,828.5500000000001,Repeat Customer
15618,4,776.851,Repeat Customer
15619,1,336.4,Single Purchase
15620,4,1942.36,Repeat Customer
15621,4,1293.03,Repeat Customer
15622,17,7852.610000000001,Repeat Customer
15623,8,2437.05,Repeat Customer
15624,4,588.13,Repeat Customer
15625,9,3236.4,Repeat Customer
15626,3,1067.52,Repeat Customer
15627,2,566.9,Repeat Customer
15628,17,5333.08,Repeat Customer
15629,4,2240.9,Repeat Customer
15630,3,1481.4,Repeat Customer
15631,1,596.67,Single Purchase
15632,8,3285.31,Repeat Customer
15633,13,4335.96,Repeat Customer
15634,2,554.65,Repeat Customer
15635,1,100.35,Single Purchase
15636,4,1444.58,Repeat Customer
15637,5,797.59,Repeat Customer
15638,6,2265.2,Repeat Customer
15639,3,1065.08,Repeat Customer
15640,29,23459.51,Repeat Customer
15641,12,5345.55,Repeat Customer
15642,1,105.78,Single Purchase
15643,3,664.0,Repeat Customer
15644,4,803.54,Repeat Customer
15645,3,1054.75,Repeat Customer
15646,5,784.8100000000001,Repeat Customer
15647,1,169.0,Single Purchase
15648,2,639.5,Repeat Customer
15649,4,1660.35,Repeat Customer
15650,2,553.88,Repeat Customer
15651,5,1259.06,Repeat Customer
15652,5,1405.94,Repeat Customer
15653,2,877.44,Repeat Customer
15654,2,922.53,Repeat Customer
15655,1,560.6700000000001,Single Purchase
15656,4,748.5,Repeat Customer
15657,1,30.0,Single Purchase
15658,8,2117.27,Repeat Customer
15659,3,532.49,Repeat Customer
15660,15,2603.69,Repeat Customer
15661,8,1215.95,Repeat Customer
15662,2,283.73,Repeat Customer
15663,1,138.14,Single Purchase
15664,4,1231.53,Repeat Customer
15665,5,3987.07,Repeat Customer
15666,2,632.94,Repeat Customer
15667,1,301.32000000000005,Single Purchase
15668,1,76.32000000000001,Single Purchase
15669,4,684.34,Repeat Customer
15670,2,325.2,Repeat Customer
15671,7,2657.13,Repeat Customer
15672,1,45.300000000000004,Single Purchase
15673,9,6204.32,Repeat Customer
15674,12,6613.52,Repeat Customer
15675,4,542.04,Repeat Customer
15676,3,3435.76,Repeat Customer
15677,3,1305.63,Repeat Customer
15678,3,1825.94,Repeat Customer
15679,4,781.28,Repeat Customer
15680,10,4028.69,Repeat Customer
15681,14,2989.7,Repeat Customer
15682,2,318.24,Repeat Customer
15683,2,524.54,Repeat Customer
15684,3,173.95,Repeat Customer
15685,1,55.980000000000004,Single Purchase
15686,1,90.0,Single Purchase
15687,9,2993.1,Repeat Customer
15688,1,190.57,Single Purchase
15689,3,521.03,Repeat Customer
15690,2,239.76,Repeat Customer
15691,4,571.3,Repeat Customer
15692,1,191.04,Single Purchase
15693,1,37.5,Single Purchase
15694,23,9963.48,Repeat Customer
15695,4,1131.04,Repeat Customer
15696,13,3881.2200000000003,Repeat Customer
15697,1,246.75,Single Purchase
15698,1,46.2,Single Purchase
15699,1,309.65,Single Purchase
15700,2,696.68,Repeat Customer
15701,4,1529.0,Repeat Customer
15702,1,112.57,Single Purchase
15703,1,211.5,Single Purchase
15704,6,3734.6600000000003,Repeat Customer
15705,1,143.1,Single Purchase
15706,4,1060.56,Repeat Customer
15707,4,916.98,Repeat Customer
15708,9,3887.15,Repeat Customer
15709,2,327.85,Repeat Customer
15710,1,898.87,Single Purchase
15711,2,420.25,Repeat Customer
15712,12,3472.41,Repeat Customer
15713,4,839.64,Repeat Customer
15714,5,783.96,Repeat Customer
15715,5,658.02,Repeat Customer
15716,11,2482.7400000000002,Repeat Customer
15717,5,607.0,Repeat Customer
15718,1,293.79,Single Purchase
15719,31,10194.32,Repeat Customer
15720,2,739.22,Repeat Customer
15721,1,471.40000000000003,Single Purchase
15722,11,5234.0,Repeat Customer
15723,4,930.7,Repeat Customer
15724,3,310.85,Repeat Customer
15725,1,415.25,Single Purchase
15726,1,321.91,Single Purchase
15727,15,9371.71,Repeat Customer
15728,2,544.6,Repeat Customer
15729,3,192.55,Repeat Customer
15730,5,1726.58,Repeat Customer
15731,1,125.3,Single Purchase
15732,10,1543.97,Repeat Customer
15733,1,162.3,Single Purchase
15734,4,2263.3,Repeat Customer
15735,1,327.68,Single Purchase
15736,2,1767.1200000000001,Repeat Customer
15737,8,1188.1200000000001,Repeat Customer
15738,41,13043.32,Repeat Customer
15739,1,449.12,Single Purchase
15740,1,154.88,Single Purchase
15741,2,208.62,Repeat Customer
15742,1,156.87,Single Purchase
15743,4,775.96,Repeat Customer
15744,1,34.8,Single Purchase
15745,4,1094.5900000000001,Repeat Customer
15746,1,196.88,Single Purchase
15747,9,2499.81,Repeat Customer
15748,3,609.81,Repeat Customer
15749,3,44534.3,Repeat Customer
15750,18,6452.991,Repeat Customer
15751,11,1380.44,Repeat Customer
15752,9,3924.91,Repeat Customer
15753,1,79.2,Single Purchase
15754,9,3037.61,Repeat Customer
15755,17,5993.12,Repeat Customer
15756,4,528.01,Repeat Customer
15757,6,2940.36,Repeat Customer
15758,1,205.25,Single Purchase
15759,7,830.9300000000001,Repeat Customer
15761,1,143.05,Single Purchase
15762,2,583.75,Repeat Customer
15763,2,1086.92,Repeat Customer
15764,8,4503.08,Repeat Customer
15765,1,370.63,Single Purchase
15766,3,831.0600000000001,Repeat Customer
15768,34,15308.89,Repeat Customer
15769,46,88612.52,Repeat Customer
15770,1,321.45,Single Purchase
15771,3,1006.54,Repeat Customer
15772,1,280.88,Single Purchase
15773,2,774.52,Repeat Customer
15774,6,1287.09,Repeat Customer
15775,2,150.5,Repeat Customer
15776,1,241.62,Single Purchase
15777,7,1762.6100000000001,Repeat Customer
15778,1,307.95000000000005,Single Purchase
15779,2,124.08000000000001,Repeat Customer
15780,3,475.28000000000003,Repeat Customer
15781,3,345.46000000000004,Repeat Customer
15782,4,4014.1,Repeat Customer
15783,1,246.3,Single Purchase
15784,2,848.33,Repeat Customer
15785,16,5969.93,Repeat Customer
15786,5,8501.62,Repeat Customer
15787,3,933.26,Repeat Customer
15788,1,221.82999999999998,Single Purchase
15789,6,1962.01,Repeat Customer
15790,1,218.75,Single Purchase
15791,5,3608.34,Repeat Customer
15792,2,933.84,Repeat Customer
15793,8,2399.57,Repeat Customer
15794,2,777.0,Repeat Customer
15795,8,1979.8700000000001,Repeat Customer
15796,17,5170.63,Repeat Customer
15797,5,2806.08,Repeat Customer
15798,3,1535.37,Repeat Customer
15799,4,1421.34,Repeat Customer
15800,7,1227.07,Repeat Customer
15801,3,1063.95,Repeat Customer
15803,4,1929.66,Repeat Customer
15804,13,4206.39,Repeat Customer
15805,30,10148.93,Repeat Customer
15806,3,784.58,Repeat Customer
15807,5,1817.52,Repeat Customer
15808,21,17180.25,Repeat Customer
15809,7,1274.44,Repeat Customer
15810,8,2999.04,Repeat Customer
15811,7,3392.55,Repeat Customer
15812,12,5201.47,Repeat Customer
15813,2,1303.91,Repeat Customer
15814,6,2634.44,Repeat Customer
15815,5,2100.6,Repeat Customer
15816,2,144.15,Repeat Customer
15817,3,2766.4,Repeat Customer
15818,1,340.5,Single Purchase
15819,10,3934.79,Repeat Customer
15820,1,206.98,Single Purchase
15821,2,570.96,Repeat Customer
15822,6,1840.06,Repeat Customer
15823,2,3867.17,Repeat Customer
15824,2,890.94,Repeat Customer
15825,1,532.94,Single Purchase
15826,4,2598.28,Repeat Customer
15827,28,3603.14,Repeat Customer
15828,1,1108.82,Single Purchase
15829,2,636.14,Repeat Customer
15830,1,576.0,Single Purchase
15831,3,794.64,Repeat Customer
15832,1,836.79,Single Purchase
15833,1,80.4,Single Purchase
15834,7,3761.89,Repeat Customer
15835,4,954.09,Repeat Customer
15836,1,137.37,Single Purchase
15837,2,777.01,Repeat Customer
15838,34,73205.5,Repeat Customer
15839,3,1048.49,Repeat Customer
15840,2,355.56,Repeat Customer
15841,9,2742.41,Repeat Customer
15842,2,548.8000000000001,Repeat Customer
15843,1,118.95,Single Purchase
15844,1,130.74,Single Purchase
15845,11,4426.28,Repeat Customer
15846,1,107.01,Single Purchase
15847,5,822.57,Repeat Customer
15848,1,137.99,Single Purchase
15850,6,1006.75,Repeat Customer
15851,1,109.73,Single Purchase
15852,3,257.26,Repeat Customer
15853,1,110.8,Single Purchase
15854,21,5578.28,Repeat Customer
15855,6,1052.72,Repeat Customer
15856,52,32274.69,Repeat Customer
15857,2,570.48,Repeat Customer
15858,13,3552.41,Repeat Customer
15859,1,438.46000000000004,Single Purchase
15860,17,2358.8,Repeat Customer
15861,12,4360.9,Repeat Customer
15862,13,2507.14,Repeat Customer
15863,5,355.1,Repeat Customer
15864,7,2180.76,Repeat Customer
15865,5,2241.42,Repeat Customer
15866,1,211.89,Single Purchase
15867,31,8869.87,Repeat Customer
15868,1,94.53,Single Purchase
15869,3,321.11,Repeat Customer
15870,4,857.46,Repeat Customer
15871,1,33.1,Single Purchase
15872,4,729.25,Repeat Customer
15873,4,313.91999999999996,Repeat Customer
15874,21,11284.76,Repeat Customer
15875,1,108.52,Single Purchase
15876,2,1449.14,Repeat Customer
15877,2,490.33,Repeat Customer
15878,2,330.77,Repeat Customer
15879,4,1137.8,Repeat Customer
15880,1,329.03,Single Purchase
15881,5,501.39,Repeat Customer
15882,8,1122.38,Repeat Customer
15883,2,396.48,Repeat Customer
15884,2,244.60000000000002,Repeat Customer
15885,13,1921.82,Repeat Customer
15886,4,1052.8700000000001,Repeat Customer
15887,3,1027.15,Repeat Customer
15888,3,423.49,Repeat Customer
15889,8,1407.05,Repeat Customer
15890,5,535.65,Repeat Customer
15891,1,509.13,Single Purchase
15892,1,128.2,Single Purchase
15893,1,305.28000000000003,Single Purchase
15894,2,257.6,Repeat Customer
15895,1,179.17,Single Purchase
15897,2,208.59,Repeat Customer
15898,25,4992.7,Repeat Customer
15899,1,56.25,Single Purchase
15900,4,886.57,Repeat Customer
15901,6,667.89,Repeat Customer
15902,1,145.01,Single Purchase
15903,12,8939.84,Repeat Customer
15904,1,164.68,Single Purchase
15905,1,114.69,Single Purchase
15906,10,2530.19,Repeat Customer
15907,3,881.87,Repeat Customer
15908,2,758.62,Repeat Customer
15909,1,191.94,Single Purchase
15910,15,2661.17,Repeat Customer
15911,8,1683.79,Repeat Customer
15912,9,1074.7,Repeat Customer
15913,1,6.300000000000001,Single Purchase
15914,2,205.99,Repeat Customer
15915,1,364.24,Single Purchase
15916,13,3145.24,Repeat Customer
15917,5,530.17,Repeat Customer
15918,3,582.88,Repeat Customer
15919,2,525.69,Repeat Customer
15920,8,565.19,Repeat Customer
15921,4,765.61,Repeat Customer
15922,1,369.5,Single Purchase
15923,1,127.08,Single Purchase
15924,1,102.82,Single Purchase
15925,1,207.15,Single Purchase
15926,1,134.44,Single Purchase
15927,1,106.54,Single Purchase
15928,1,293.53000000000003,Single Purchase
15929,1,594.0,Single Purchase
15930,1,426.63,Single Purchase
15931,1,239.9,Single Purchase
15932,8,2495.87,Repeat Customer
15933,3,1107.46,Repeat Customer
15934,2,2190.66,Repeat Customer
15935,1,108.03999999999999,Single Purchase
15936,2,282.79,Repeat Customer
15937,1,145.35,Single Purchase
15938,9,734.8100000000001,Repeat Customer
15939,15,9004.84,Repeat Customer
15940,1,35.8,Single Purchase
15941,1,405.0,Single Purchase
15942,1,337.44,Single Purchase
15943,2,271.29,Repeat Customer
15944,4,2164.24,Repeat Customer
15945,4,646.27,Repeat Customer
15946,3,2304.1800000000003,Repeat Customer
15947,1,1708.24,Single Purchase
15948,3,1509.0900000000001,Repeat Customer
15949,2,364.72,Repeat Customer
15950,10,7120.91,Repeat Customer
15951,3,1013.1700000000001,Repeat Customer
15952,4,781.91,Repeat Customer
15953,18,3440.34,Repeat Customer
15954,1,187.8,Single Purchase
15955,22,8085.9800000000005,Repeat Customer
15956,2,617.6,Repeat Customer
15957,3,921.25,Repeat Customer
15958,4,462.12,Repeat Customer
15959,3,542.89,Repeat Customer
15960,4,410.95,Repeat Customer
15961,1,451.28999999999996,Single Purchase
15962,1,289.48,Single Purchase
15963,2,470.76,Repeat Customer
15964,1,269.21,Single Purchase
15965,13,2771.94,Repeat Customer
15966,1,426.53,Single Purchase
15967,12,2966.0,Repeat Customer
15968,1,401.8,Single Purchase
15969,5,1127.05,Repeat Customer
15970,2,1017.3199999999999,Repeat Customer
15971,18,5897.88,Repeat Customer
15972,5,1769.33,Repeat Customer
15973,2,665.62,Repeat Customer
15974,7,3442.15,Repeat Customer
15975,1,371.01,Single Purchase
15976,6,1680.31,Repeat Customer
15977,2,1054.73,Repeat Customer
15978,3,3279.42,Repeat Customer
15979,1,329.21999999999997,Single Purchase
15980,7,6543.68,Repeat Customer
15981,21,9362.77,Repeat Customer
15982,1,324.51,Single Purchase
15983,8,3110.37,Repeat Customer
15984,30,8393.02,Repeat Customer
15985,7,2715.28,Repeat Customer
15986,2,354.42,Repeat Customer
15987,8,1535.99,Repeat Customer
15988,3,736.39,Repeat Customer
15989,2,368.31,Repeat Customer
15990,7,1997.75,Repeat Customer
15991,1,150.55,Single Purchase
15992,3,896.6,Repeat Customer
15993,7,2768.97,Repeat Customer
15994,3,1175.68,Repeat Customer
15995,1,694.54,Single Purchase
15996,7,1386.4,Repeat Customer
15998,16,8274.14,Repeat Customer
15999,1,20.4,Single Purchase
16000,3,12393.7,Repeat Customer
16001,1,583.39,Single Purchase
16002,1,169.21,Single Purchase
16003,10,5613.83,Repeat Customer
16004,5,2146.39,Repeat Customer
16005,10,2365.07,Repeat Customer
16006,2,332.82,Repeat Customer
16007,7,3053.06,Repeat Customer
16008,15,5339.13,Repeat Customer
16009,4,972.11,Repeat Customer
16010,11,1694.86,Repeat Customer
16011,29,5599.31,Repeat Customer
16012,5,2978.59,Repeat Customer
16013,84,56078.44,Repeat Customer
16014,5,1100.28,Repeat Customer
16015,3,704.26,Repeat Customer
16016,11,2083.4,Repeat Customer
16017,5,1545.58,Repeat Customer
16018,4,698.13,Repeat Customer
16019,27,17329.16,Repeat Customer
16020,3,851.01,Repeat Customer
16021,2,487.03,Repeat Customer
16022,1,602.63,Single Purchase
16023,3,719.81,Repeat Customer
16024,3,478.71,Repeat Customer
16025,1,439.65999999999997,Single Purchase
16026,1,236.09,Single Purchase
16027,15,2048.36,Repeat Customer
16028,1,82.2,Single Purchase
16029,106,109620.87,Repeat Customer
16030,1,331.24,Single Purchase
16031,2,547.9,Repeat Customer
16032,6,1965.72,Repeat Customer
16033,27,10608.81,Repeat Customer
16034,6,911.32,Repeat Customer
16035,1,217.73,Single Purchase
16036,4,2556.84,Repeat Customer
16037,5,1509.3400000000001,Repeat Customer
16038,3,471.78,Repeat Customer
16039,2,456.4,Repeat Customer
16040,7,2416.9,Repeat Customer
16041,3,3166.4,Repeat Customer
16042,8,2245.32,Repeat Customer
16043,8,1856.5900000000001,Repeat Customer
16044,1,340.84,Single Purchase
16045,8,3434.93,Repeat Customer
16046,1,235.78,Single Purchase
16048,4,818.7900000000001,Repeat Customer
16049,6,1852.15,Repeat Customer
16050,3,300.7,Repeat Customer
16051,1,188.44,Single Purchase
16052,1,362.06,Single Purchase
16053,6,3634.84,Repeat Customer
16054,4,2111.88,Repeat Customer
16055,1,134.8,Single Purchase
16056,1,650.75,Single Purchase
16057,10,3854.85,Repeat Customer
16058,1,62.7,Single Purchase
16059,12,3053.57,Repeat Customer
16060,3,541.95,Repeat Customer
16061,1,89.65,Single Purchase
16062,8,2863.45,Repeat Customer
16063,1,335.32,Single Purchase
16064,1,109.31,Single Purchase
16065,8,1992.13,Repeat Customer
16066,5,1521.04,Repeat Customer
16067,3,3269.11,Repeat Customer
16068,1,115.73,Single Purchase
16069,1,457.7,Single Purchase
16070,2,852.15,Repeat Customer
16071,4,1076.8,Repeat Customer
16072,4,4180.09,Repeat Customer
16073,1,122.4,Single Purchase
16074,1,252.5,Single Purchase
16075,2,736.9300000000001,Repeat Customer
16076,10,2234.73,Repeat Customer
16077,1,2300.3999999999996,Single Purchase
16078,2,362.99,Repeat Customer
16079,3,1352.0,Repeat Customer
16080,4,602.5600000000001,Repeat Customer
16081,8,4278.96,Repeat Customer
16082,1,106.75,Single Purchase
16083,4,2351.42,Repeat Customer
16084,1,436.18,Single Purchase
16085,12,2324.71,Repeat Customer
16086,10,2687.73,Repeat Customer
16087,5,1739.92,Repeat Customer
16088,2,1437.43,Repeat Customer
16089,2,263.49,Repeat Customer
16090,1,180.56,Single Purchase
16091,2,315.06,Repeat Customer
16092,6,1587.94,Repeat Customer
16093,1,17.0,Single Purchase
16094,11,3695.56,Repeat Customer
16095,1,447.05,Single Purchase
16096,4,1584.97,Repeat Customer
16097,1,185.04999999999998,Single Purchase
16098,14,4010.7,Repeat Customer
16099,7,1573.2,Repeat Customer
16100,1,582.64,Single Purchase
16101,4,3229.16,Repeat Customer
16102,3,1842.14,Repeat Customer
16103,22,6191.71,Repeat Customer
16104,9,2774.46,Repeat Customer
16105,5,2386.19,Repeat Customer
16106,1,108.38,Single Purchase
16107,7,3204.1600000000003,Repeat Customer
16108,4,2235.92,Repeat Customer
16109,3,939.48,Repeat Customer
16110,4,1781.59,Repeat Customer
16111,1,549.33,Single Purchase
16112,4,195.74,Repeat Customer
16113,1,161.38,Single Purchase
16114,1,135.75,Single Purchase
16115,12,2553.8,Repeat Customer
16116,1,612.78,Single Purchase
16117,3,654.4,Repeat Customer
16118,1,4376.25,Single Purchase
16119,8,1720.81,Repeat Customer
16120,6,2967.5099999999998,Repeat Customer
16121,5,1450.04,Repeat Customer
16122,6,895.62,Repeat Customer
16123,1,307.78000000000003,Single Purchase
16124,4,1772.49,Repeat Customer
16125,14,4292.35,Repeat Customer
16126,15,14644.6,Repeat Customer
16127,2,801.3100000000001,Repeat Customer
16128,11,3801.05,Repeat Customer
16129,3,1396.05,Repeat Customer
16130,4,987.48,Repeat Customer
16131,12,9957.42,Repeat Customer
16132,2,664.2,Repeat Customer
16133,56,22992.26,Repeat Customer
16134,5,2145.34,Repeat Customer
16135,2,819.45,Repeat Customer
16136,4,946.8000000000001,Repeat Customer
